SampleNumber,Site,CollectDate,SiO2,TP,Si_corrected
FMP02336,"Flathead River, Lower, @ Polson",1994-06-16,4.95,4.79,0
FMP02337,Swan River @ Bigfork Steel Bridge (Electric Ave...,1994-06-16,5.77,4.92,0
FMP02338,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1994-06-16,4.78,6.58,0
FMP02357,"Flathead River, Lower, @ Polson",1994-06-30,4.12,4.87,0
FMP02358,Swan River @ Bigfork Steel Bridge (Electric Ave...,1994-06-30,5.27,7.09,0
FMP02359A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1994-06-30,3.85,5.73,0
FMP02359B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1994-06-30,3.49,5.63,0
FMP02372,"Flathead River, Lower, @ Polson",1994-07-27,4.53,4.88,0
FMP02373A,Swan River @ Bigfork Steel Bridge (Electric Ave...,1994-07-27,5.87,6.25,0
FMP02373B,Swan River @ Bigfork Steel Bridge (Electric Ave...,1994-07-27,6.02,6.19,0
FMP02374,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1994-07-27,3.74,5.92,0
FMP02381,"Flathead River, Lower, @ Polson",1994-08-23,5.20,5.17,0
FMP02382,Swan River @ Bigfork Steel Bridge (Electric Ave...,1994-08-23,6.97,5.20,0
FMP02383,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1994-08-23,4.17,5.87,0
FMP02404,"Flathead River, Lower, @ Polson",1994-09-23,4.75,4.40,0
FMP02405,Swan River @ Bigfork Steel Bridge (Electric Ave...,1994-09-23,5.31,4.54,0
FMP02406,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1994-09-23,3.77,4.90,0
FMP02471,Swan River @ Bigfork Steel Bridge (Electric Ave...,1994-10-21,5.42,4.72,0
FMP02472,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1994-10-21,3.97,4.50,0
FMP02477,"Flathead River, Lower, @ Polson",1994-10-21,4.29,11.66,0
FMP02513,"Flathead River, Lower, @ Polson",1994-11-23,4.15,4.47,0
FMP02514,Swan River @ Bigfork Steel Bridge (Electric Ave...,1994-11-23,5.97,4.54,0
FMP02515,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1994-11-23,4.10,5.69,0
FMP02532,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-01-20,6.42,3.89,0
FMP02533,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-01-20,4.58,4.69,0
FMP02538A,"Flathead River, Lower, @ Polson",1995-01-20,4.82,2.79,0
FMP02538B,"Flathead River, Lower, @ Polson",1995-01-20,4.03,3.71,0
FMP02549,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-03-16,5.96,4.63,0
FMP02550,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-03-16,4.78,10.02,0
FMP02555,"Flathead River, Lower, @ Polson",1995-03-16,4.31,4.76,0
FMP02566,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-04-13,6.00,0.00,0
FMP02567,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-04-13,5.14,9.60,0
FMP02572,"Flathead River, Lower, @ Polson",1995-04-13,4.00,6.21,0
FMP02582,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-05-06,5.93,12.11,0
FMP02583,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-05-06,4.48,6.71,0
FMP02588,"Flathead River, Lower, @ Polson",1995-05-06,3.63,8.09,0
FMP02591A,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-05-22,5.80,11.85,0
FMP02591B,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-05-22,5.72,7.35,0
FMP02592,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-05-22,4.21,22.04,0
FMP02598,"Flathead River, Lower, @ Polson",1995-05-23,3.97,6.02,0
FMP02605,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-06-02,3.61,98.25,0
HMP00059,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-06-08,NA,2231.43,0
FMP02609,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-06-14,4.84,7.49,0
FMP02610A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-06-14,3.90,42.80,0
FMP02610B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-06-14,3.91,36.20,0
FMP02615,"Flathead River, Lower, @ Polson",1995-06-14,4.13,5.33,0
FMP02632,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-07-07,4.33,5.57,0
FMP02633,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-07-07,3.92,12.76,0
FMP02638,"Flathead River, Lower, @ Polson",1995-07-07,3.81,6.11,0
FMP02651,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-08-11,4.76,4.66,0
FMP02652,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-08-11,4.00,5.36,0
FMP02657,"Flathead River, Lower, @ Polson",1995-08-11,3.85,4.51,0
FMP02669,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-09-13,5.09,6.24,0
FMP02670,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-09-13,3.99,7.61,0
FMP02675,"Flathead River, Lower, @ Polson",1995-09-13,4.26,5.55,0
FMP02685,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-10-14,6.17,5.84,0
FMP02686,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-10-14,3.77,12.02,0
FMP02692,"Flathead River, Lower, @ Polson",1995-10-16,5.11,5.51,0
FMP02705,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-11-21,5.69,12.37,0
FMP02706,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-11-21,5.32,8.74,0
FMP02711,"Flathead River, Lower, @ Polson",1995-11-21,4.32,5.59,0
FMP02715,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-12-03,5.17,16.88,0
FMP02723,Swan River @ Bigfork Steel Bridge (Electric Ave...,1995-12-28,6.05,4.47,0
FMP02724,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1995-12-28,4.39,5.09,0
FMP02730,"Flathead River, Lower, @ Polson",1995-12-29,4.57,4.47,0
FMP02733,Swan River @ Bigfork Steel Bridge (Electric Ave...,1996-02-07,6.89,4.78,0
FMP02734,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1996-02-07,4.50,5.21,0
FMP02740,"Flathead River, Lower, @ Polson",1996-02-09,4.80,3.41,0
FMP02750,Swan River @ Bigfork Steel Bridge (Electric Ave...,1996-03-22,6.80,5.24,0
FMP02751,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1996-03-22,4.27,10.28,0
FMP02756,"Flathead River, Lower, @ Polson",1996-03-22,4.54,5.03,0
FMP02765,"Flathead River, Lower, @ Polson",1996-04-11,4.38,5.12,0
FMP02766,Swan River @ Bigfork Steel Bridge (Electric Ave...,1996-04-11,6.95,6.57,0
FMP02767,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1996-04-11,5.22,35.63,0
FMP02785,Swan River @ Bigfork Steel Bridge (Electric Ave...,1996-06-10,6.04,11.06,0
FMP02786,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1996-06-10,4.48,338.31,0
FMP02791,"Flathead River, Lower, @ Polson",1996-06-10,4.87,6.76,0
FMP02807,"Flathead River, Lower, @ Polson",1996-09-10,5.54,5.30,0
FMP02809,Swan River @ Bigfork Steel Bridge (Electric Ave...,1996-09-11,7.12,5.98,0
FMP02810,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1996-09-11,5.17,8.81,0
FMP02828,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1996-10-24,4.83,6.56,0
FMP02829,Swan River @ Bigfork Steel Bridge (Electric Ave...,1996-10-24,7.59,7.79,0
FMP02831,"Flathead River, Lower, @ Polson",1996-10-25,6.15,5.95,0
FMP02842,Swan River @ Bigfork Steel Bridge (Electric Ave...,1996-12-05,7.64,4.90,0
FMP02843,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1996-12-05,5.78,7.26,0
FMP02848,"Flathead River, Lower, @ Polson",1996-12-05,5.59,4.52,0
FMP02852,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-01-29,7.87,6.53,0
FMP02857,"Flathead River, Lower, @ Polson",1997-01-29,5.64,6.53,0
FMP02859,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1997-01-30,5.35,6.05,0
FMP02869,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1997-03-20,5.38,8.10,0
FMP02883,"Flathead River, Lower, @ Polson",1997-04-29,5.52,5.34,0
FMP02886,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1997-04-29,7.11,28.74,0
FMP02887,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-04-29,9.13,7.64,0
FMP02900,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-05-16,8.40,11.14,0
FMP02901,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1997-05-16,6.06,257.24,0
FMP02906,"Flathead River, Lower, @ Polson",1997-05-16,5.52,6.25,0
FMP02908,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-05-22,7.94,13.08,0
FMP02910,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-05-28,7.27,10.48,0
FMP02911,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1997-05-28,6.02,40.38,0
FMP02916,"Flathead River, Lower, @ Polson",1997-05-28,6.21,7.30,0
FMP02919,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-06-12,6.41,9.05,0
FMP02928,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-06-27,5.87,7.21,0
FMP02929,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1997-06-27,5.10,10.70,0
FMP02934,"Flathead River, Lower, @ Polson",1997-06-27,5.64,6.00,0
FMP02944,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-07-23,5.77,7.33,0
FMP02945,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1997-07-23,5.42,5.64,0
FMP02950,"Flathead River, Lower, @ Polson",1997-07-23,5.31,4.83,0
FMP02959,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-08-20,6.21,4.47,0
FMP02960,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1997-08-20,4.37,5.23,0
FMP02965,"Flathead River, Lower, @ Polson",1997-08-20,5.12,4.00,0
FMP02969,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-09-16,7.34,5.82,0
FMP02970,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1997-09-16,4.91,5.65,0
FMP02975,"Flathead River, Lower, @ Polson",1997-09-16,5.44,5.79,0
FMP03146A,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-10-30,7.56,7.00,0
FMP03146B,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-10-30,7.88,7.79,0
FMP03147,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1997-10-30,5.52,7.12,0
FMP03152,"Flathead River, Lower, @ Polson",1997-10-30,7.91,6.26,0
FMP03175,Swan River @ Bigfork Steel Bridge (Electric Ave...,1997-12-12,7.21,6.04,0
FMP03176,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1997-12-12,5.32,6.59,0
FMP03181,"Flathead River, Lower, @ Polson",1997-12-12,8.08,5.35,0
FMP03191,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-01-26,7.83,6.06,0
FMP03192,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-01-26,5.88,6.42,0
FMP03197,"Flathead River, Lower, @ Polson",1998-01-26,5.77,4.84,0
FMP03208,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-03-18,NA,5.14,0
FMP03209,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-03-18,NA,10.77,0
FMP03214,"Flathead River, Lower, @ Polson",1998-03-18,NA,5.42,0
FMP03218,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-04-08,NA,4.86,0
FMP03219,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-04-08,NA,8.57,0
FMP03224,"Flathead River, Lower, @ Polson",1998-04-08,NA,5.22,0
FMP03234,"Flathead River, Lower, @ Polson",1998-04-24,NA,6.61,0
FMP03239,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-04-24,NA,16.04,0
FMP03240,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-04-24,NA,6.13,0
FMP03242,"Flathead River, Lower, @ Polson",1998-05-04,NA,5.18,0
FMP03247,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-05-04,NA,28.76,0
FMP03248,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-05-04,NA,6.84,0
FMP03256,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-05-12,NA,5.99,0
FMP03257,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-05-12,NA,19.56,0
FMP03262,"Flathead River, Lower, @ Polson",1998-05-12,NA,4.36,0
FMP03267,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-05-26,NA,7.83,0
FMP03268,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-05-26,NA,14.12,0
FMP03273,"Flathead River, Lower, @ Polson",1998-05-26,NA,6.91,0
FMP03281,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-05-29,NA,6.06,0
FMP03282,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-05-29,NA,56.11,0
FMP03289,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-06-15,NA,5.66,0
FMP03290,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-06-15,NA,9.11,0
FMP03295,"Flathead River, Lower, @ Polson",1998-06-15,NA,5.64,0
FMP03307,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-07-21,NA,6.80,0
FMP03308,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-07-21,NA,5.98,0
FMP03313,"Flathead River, Lower, @ Polson",1998-07-21,NA,5.74,0
FMP03329,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-08-25,NA,5.82,0
FMP03330,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-08-25,NA,6.55,0
FMP03335A,"Flathead River, Lower, @ Polson",1998-08-25,NA,5.00,0
FMP03335B,"Flathead River, Lower, @ Polson",1998-08-25,NA,5.23,0
FMP03347A,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-09-23,NA,6.49,0
FMP03347B,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-09-23,NA,6.21,0
FMP03348,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-09-23,NA,6.88,0
FMP03354,"Flathead River, Lower, @ Polson",1998-09-24,NA,8.52,0
FMP03364,"Flathead River, Lower, @ Polson",1998-10-22,NA,6.92,0
FMP03365,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-11-02,NA,6.82,0
FMP03366,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-11-02,NA,6.99,0
FMP03380,Swan River @ Bigfork Steel Bridge (Electric Ave...,1998-12-14,NA,5.49,0
FMP03381,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1998-12-14,NA,6.84,0
FMP03389,"Flathead River, Lower, @ Polson",1998-12-28,NA,4.37,0
FMP03399,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-02-05,NA,5.60,0
FMP03400,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-02-05,NA,7.92,0
FMP03408,"Flathead River, Lower, @ Polson",1999-02-22,NA,7.68,0
FMP03417,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-03-17,NA,5.50,0
FMP03418,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-03-17,NA,8.03,0
FMP03424,"Flathead River, Lower, @ Polson",1999-03-18,NA,4.06,0
FMP03432,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-04-16,NA,5.42,0
FMP03433,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-04-16,NA,7.41,0
FMP03439,"Flathead River, Lower, @ Polson",1999-04-16,NA,6.12,0
FMP03440,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-04-22,NA,6.02,0
FMP03441,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-04-22,NA,22.89,0
FMP03456,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-05-21,NA,6.58,0
FMP03457,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-05-21,NA,14.06,0
FMP03463,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-05-25,NA,6.07,0
FMP03464,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-05-25,NA,88.34,0
FMP03476,"Flathead River, Lower, @ Polson",1999-05-26,NA,6.56,0
FMP03478,"Flathead River, Lower, @ Polson",1999-06-04,NA,7.12,0
FMP03479,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-06-06,NA,6.54,0
FMP03480,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-06-06,NA,65.16,0
FMP03493,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-06-16,NA,4.14,0
FMP03494,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-06-16,NA,48.83,0
FMP03500,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-06-26,NA,5.82,0
FMP03501,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-06-26,NA,18.39,0
FMP03508,"Flathead River, Lower, @ Polson",1999-07-01,NA,5.06,0
FMP03516,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-07-15,0.00,8.04,0
FMP03517,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-07-15,0.00,9.59,0
FMP03523,"Flathead River, Lower, @ Polson",1999-07-16,4.40,8.41,0
FMP03536,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-08-08,5.66,8.65,0
FMP03537,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-08-08,4.03,7.94,0
FMP03543,"Flathead River, Lower, @ Polson",1999-08-10,4.56,5.68,0
FMP03544,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-08-12,5.63,6.36,0
FMP03545,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-08-12,4.12,5.60,0
FMP03558,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-09-14,5.90,5.49,0
FMP03559,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-09-14,4.03,7.00,0
FMP03564,"Flathead River, Lower, @ Polson",1999-09-14,4.75,6.58,0
FMP03574,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-10-14,6.04,0.95,0
FMP03575,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-10-14,4.23,0.70,0
FMP03581,"Flathead River, Lower, @ Polson",1999-10-15,4.79,0.70,0
FMP03588,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-10-28,6.03,5.26,0
FMP03589,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-10-28,4.32,5.02,0
FMP03594,"Flathead River, Lower, @ Polson",1999-10-28,4.74,5.74,0
FMP03605,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-11-19,6.32,5.73,0
FMP03606,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-11-19,4.55,9.40,0
FMP03611,"Flathead River, Lower, @ Polson",1999-11-19,4.93,5.02,0
FMP03621,Swan River @ Bigfork Steel Bridge (Electric Ave...,1999-12-22,6.79,4.25,0
FMP03622,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",1999-12-22,5.00,5.40,0
FMP03627,"Flathead River, Lower, @ Polson",1999-12-22,5.24,5.19,0
FMP03639,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-02-02,4.92,5.72,0
FMP03646A,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-02-02,6.74,103.37,0
FMP03646B,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-02-02,6.91,4.46,0
FMP03647,"Flathead River, Lower, @ Polson",2000-02-03,5.10,5.77,0
FMP03650,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-02-28,6.93,4.92,0
FMP03651,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-02-28,4.65,7.79,0
FMP03657,"Flathead River, Lower, @ Polson",2000-02-28,5.17,4.65,0
FMP03670,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-03-25,6.77,4.02,0
FMP03671,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-03-25,4.71,5.13,0
FMP03684,"Flathead River, Lower, @ Polson",2000-03-29,5.12,4.28,0
FMP03686,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-04-07,7.04,5.81,0
FMP03687,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-04-07,5.84,9.93,0
FMP03693,"Flathead River, Lower, @ Polson",2000-04-10,5.07,6.21,0
FMP03701,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-04-20,7.43,4.88,0
FMP03702A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-04-20,5.57,13.28,0
FMP03702B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-04-20,5.80,14.94,0
FMP03709,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-05-02,7.72,4.62,0
FMP03710,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-05-02,6.03,12.54,0
FMP03716,"Flathead River, Lower, @ Polson",2000-05-02,5.60,9.09,0
FMP03727,"Flathead River, Lower, @ Polson",2000-05-25,5.44,3.64,0
FMP03735,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-06-11,6.44,5.96,0
FMP03736,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-06-11,5.16,10.74,0
FMP03743,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-06-15,4.45,11.07,0
FMP03753,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-06-23,5.97,19.95,0
FMP03754,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-06-29,6.12,3.60,0
FMP03755,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-06-29,4.57,6.45,0
FMP03762,"Flathead River, Lower, @ Polson",2000-06-29,5.16,3.85,0
FMP03771,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-07-19,6.16,4.27,0
FMP03772,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-07-19,4.39,4.27,0
FMP03778,"Flathead River, Lower, @ Polson",2000-07-19,5.74,3.64,0
FMP03785,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-08-04,6.42,4.12,0
FMP03786,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-08-04,4.40,6.66,0
FMP03791,"Flathead River, Lower, @ Polson",2000-08-04,5.36,3.96,0
FMP03802,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-09-04,6.66,6.78,0
FMP03803,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-09-04,4.46,4.91,0
FMP03808,"Flathead River, Lower, @ Polson",2000-09-04,5.80,5.68,0
FMP03818,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-10-05,6.22,4.28,0
FMP03819,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-10-05,5.54,6.73,0
FMP03824,"Flathead River, Lower, @ Polson",2000-10-05,5.14,6.83,0
FMP03842,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-11-20,7.18,4.35,0
FMP03843,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-11-20,5.30,4.83,0
FMP03849,"Flathead River, Lower, @ Polson",2000-11-21,6.96,4.72,0
FMP03859,Swan River @ Bigfork Steel Bridge (Electric Ave...,2000-12-29,7.68,6.66,0
FMP03860,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2000-12-29,4.93,5.28,0
FMP03865,"Flathead River, Lower, @ Polson",2000-12-29,5.39,5.54,0
FMP03875,Swan River @ Bigfork Steel Bridge (Electric Ave...,2001-02-06,5.82,5.46,0
FMP03876,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2001-02-06,4.32,5.45,0
FMP03883,"Flathead River, Lower, @ Polson",2001-02-12,5.72,3.94,0
FMP03892,Swan River @ Bigfork Steel Bridge (Electric Ave...,2001-03-06,5.84,4.58,0
FMP03893,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2001-03-06,4.55,4.95,0
FMP03898,"Flathead River, Lower, @ Polson",2001-03-06,4.81,4.21,0
FMP03911,Swan River @ Bigfork Steel Bridge (Electric Ave...,2001-04-14,7.10,7.02,0
FMP03912,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2001-04-14,5.37,6.23,0
FMP03917A,"Flathead River, Lower, @ Polson",2001-04-14,4.45,6.23,0
FMP03917B,"Flathead River, Lower, @ Polson",2001-04-14,4.83,89.63,0
FMP03926,Swan River @ Bigfork Steel Bridge (Electric Ave...,2001-04-27,7.26,6.86,0
FMP03927,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2001-04-27,4.98,6.89,0
FMP03933,"Flathead River, Lower, @ Polson",2001-04-29,4.92,7.08,0
FMP03935,"Flathead River, Lower, @ Polson",2001-05-03,5.07,5.46,0
FMP03936,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2001-05-03,5.83,12.65,0
FMP03937A,Swan River @ Bigfork Steel Bridge (Electric Ave...,2001-05-03,6.83,6.75,0
FMP03937B,Swan River @ Bigfork Steel Bridge (Electric Ave...,2001-05-03,6.78,7.59,0
FMP03943,Swan River @ Bigfork Steel Bridge (Electric Ave...,2001-05-15,6.81,5.19,0
FMP03944A,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2001-05-15,10.02,28.63,0
FMP03944B,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2001-05-15,4.94,30.50,0
FMP03949,"Flathead River, Lower, @ Polson",2001-05-15,5.21,5.28,0
FMP03957,Swan River @ Bigfork Steel Bridge (Electric Ave...,2001-05-27,6.31,7.60,0
FMP03958,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2001-05-27,4.60,37.72,0
FMP03963,"Flathead River, Lower, @ Polson",2001-05-29,5.04,9.54,0
FMP03971,Swan River @ Bigfork Steel Bridge (Electric Ave...,2001-06-04,7.02,6.83,0
FMP03972,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2001-06-04,4.43,8.66,0
FMP03977,"Flathead River, Lower, @ Polson",2001-06-04,4.91,4.14,0
FMP03982,Swan River @ Bigfork Steel Bridge (Electric Ave...,2001-06-13,6.14,12.83,0
FMP03983,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2001-06-13,5.01,22.10,0
FMP03988,"Flathead River, Lower, @ Polson",2001-06-13,5.24,6.47,0
FMP04006,Swan River @ Bigfork Steel Bridge (Electric Ave...,2001-07-24,5.77,NA,0
FMP04007,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2001-07-24,4.37,NA,0
FMP04012,"Flathead River, Lower, @ Polson",2001-07-24,4.58,NA,0
FMP04167,Swan River @ Bigfork Steel Bridge (Electric Ave...,2002-09-12,NA,5.05,0
FMP04168,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2002-09-12,NA,6.10,0
FMP04172,"Flathead River, Lower, @ Polson",2002-09-12,NA,6.16,0
FMP04181,Swan River @ Bigfork Steel Bridge (Electric Ave...,2002-10-03,NA,6.79,0
FMP04182,"Flathead River, Mainstem, @ Holt (Sportsman Bri...",2002-10-03,NA,5.69,0
FMP04186,"Flathead River, Lower, @ Polson",2002-10-03,NA,6.60,0
